,,,,,All Type of Report (All Grades) for 01-Jan-2025 to 28-Mar-2026,,,,
Commodity Group,Commodity,Date,MSP,Arrival Quantity 01-01-2025 to 28-03-2026,Arrival Unit,Min Price 01-01-2025 to 28-03-2026,Modal Price 01-01-2025 to 28-03-2026,Max Price 01-01-2025 to 28-03-2026,Price Unit
Cereals,Paddy(Basmati),19-02-2026,-,175.70,Metric Tonnes,3702.65,3969.12,3996.34,Rs./Quintal
Cereals,Paddy(Common),19-02-2026,2369.00,38171.45,Metric Tonnes,2672.59,3190.75,3520.04,Rs./Quintal
Cereals,Ragi(Finger Millet),19-02-2026,4886.00,274.83,Metric Tonnes,3049.54,3524.02,3656.80,Rs./Quintal
Cereals,Rice,19-02-2026,-,3425.72,Metric Tonnes,3131.40,3365.52,3629.80,Rs./Quintal
Cereals,Same/Savi,19-02-2026,-,153.40,Metric Tonnes,4699.35,4718.77,4738.20,Rs./Quintal
Cereals,Sweet Corn ,19-02-2026,-,0.03,Metric Tonnes,1500.00,1800.00,2000.00,Rs./Quintal
Cereals,Wheat,19-02-2026,2585.00,26801.67,Metric Tonnes,2206.00,2420.12,2586.68,Rs./Quintal
Cereals,Bajra(Pearl Millet/Cumbu),20-02-2026,2775.00,1696.66,Metric Tonnes,1978.67,2117.05,2214.14,Rs./Quintal
Cereals,Barley(Jau),20-02-2026,2150.00,89.55,Metric Tonnes,2106.70,2181.09,2205.91,Rs./Quintal
Cereals,Beaten Rice,20-02-2026,-,18.75,Metric Tonnes,16000.00,21200.00,21600.00,Rs./Quintal
Cereals,Foxtail Millet(Navane),20-02-2026,-,0.70,Metric Tonnes,1500.00,1500.00,1500.00,Rs./Quintal
Cereals,Jowar(Sorghum),20-02-2026,3699.00,727.73,Metric Tonnes,3463.09,4497.66,5200.76,Rs./Quintal
Cereals,Kodo Millet(Varagu),20-02-2026,-,13.60,Metric Tonnes,2237.13,2238.82,2238.82,Rs./Quintal
Cereals,Kutki,20-02-2026,-,24.58,Metric Tonnes,4230.74,4386.57,4386.57,Rs./Quintal
Cereals,Maize,20-02-2026,2400.00,45076.29,Metric Tonnes,1356.52,1594.55,1757.17,Rs./Quintal
Cereals,Paddy(Basmati),20-02-2026,-,239.80,Metric Tonnes,4009.57,4276.84,4406.66,Rs./Quintal
Cereals,Paddy(Common),20-02-2026,2369.00,35058.33,Metric Tonnes,2522.05,3039.84,3373.70,Rs./Quintal
Cereals,Ragi(Finger Millet),20-02-2026,4886.00,247.15,Metric Tonnes,2618.61,3490.95,3640.91,Rs./Quintal
Cereals,Rice,20-02-2026,-,4170.56,Metric Tonnes,3288.24,3996.16,4634.91,Rs./Quintal
Cereals,Sweet Corn ,20-02-2026,-,0.03,Metric Tonnes,1500.00,1800.00,2000.00,Rs./Quintal
Cereals,Wheat,20-02-2026,2585.00,29360.70,Metric Tonnes,2269.99,2466.23,2634.35,Rs./Quintal
Cereals,Bajra(Pearl Millet/Cumbu),21-02-2026,2775.00,1726.30,Metric Tonnes,1856.95,1985.55,2100.20,Rs./Quintal
Cereals,Barley(Jau),21-02-2026,2150.00,59.87,Metric Tonnes,2116.07,2159.11,2207.03,Rs./Quintal
Cereals,Beaten Rice,21-02-2026,-,20.00,Metric Tonnes,21600.00,26000.00,30000.00,Rs./Quintal
Cereals,Foxtail Millet(Navane),21-02-2026,-,0.60,Metric Tonnes,1700.00,1700.00,1700.00,Rs./Quintal
Cereals,Jowar(Sorghum),21-02-2026,3699.00,385.33,Metric Tonnes,3514.50,4165.19,4699.20,Rs./Quintal
Cereals,Kodo Millet(Varagu),21-02-2026,-,79.13,Metric Tonnes,2157.71,2197.71,2197.71,Rs./Quintal
Cereals,Kutki,21-02-2026,-,48.29,Metric Tonnes,4118.99,4176.68,4190.86,Rs./Quintal
Cereals,Maize,21-02-2026,2400.00,25619.12,Metric Tonnes,1415.54,1611.23,1698.05,Rs./Quintal
Cereals,Paddy(Basmati),21-02-2026,-,252.50,Metric Tonnes,4065.77,4366.88,4438.37,Rs./Quintal
Cereals,Paddy(Common),21-02-2026,2369.00,22061.34,Metric Tonnes,2688.34,3140.97,3498.63,Rs./Quintal
Cereals,Ragi(Finger Millet),21-02-2026,4886.00,377.62,Metric Tonnes,3302.03,3437.64,3580.26,Rs./Quintal
Cereals,Rice,21-02-2026,-,2482.50,Metric Tonnes,3505.68,4032.41,4415.84,Rs./Quintal
Cereals,Sajje,21-02-2026,-,0.20,Metric Tonnes,2125.00,2125.00,2125.00,Rs./Quintal
Cereals,Same/Savi,21-02-2026,-,9.10,Metric Tonnes,4792.31,4792.31,4792.31,Rs./Quintal
Cereals,Sweet Corn ,21-02-2026,-,0.03,Metric Tonnes,1500.00,1800.00,2000.00,Rs./Quintal
Cereals,Wheat,21-02-2026,2585.00,22916.30,Metric Tonnes,2238.86,2440.68,2573.99,Rs./Quintal
Cereals,Bajra(Pearl Millet/Cumbu),22-02-2026,2775.00,1476.80,Metric Tonnes,1870.18,2007.69,2045.95,Rs./Quintal
Cereals,Barley(Jau),22-02-2026,2150.00,5.60,Metric Tonnes,1889.29,1933.93,1979.02,Rs./Quintal
Cereals,Jowar(Sorghum),22-02-2026,3699.00,0.30,Metric Tonnes,3466.67,3466.67,3466.67,Rs./Quintal
Cereals,Kodo Millet(Varagu),22-02-2026,-,20.50,Metric Tonnes,2295.12,2295.12,2295.12,Rs./Quintal
Cereals,Kutki,22-02-2026,-,31.90,Metric Tonnes,4245.92,4277.90,4281.10,Rs./Quintal
Cereals,Maize,22-02-2026,2400.00,7651.85,Metric Tonnes,1601.06,1661.65,1734.59,Rs./Quintal
Cereals,Paddy(Basmati),22-02-2026,-,27.00,Metric Tonnes,3583.33,3618.94,3620.06,Rs./Quintal
Cereals,Paddy(Common),22-02-2026,2369.00,8561.78,Metric Tonnes,2248.18,2439.80,2534.50,Rs./Quintal
Cereals,Ragi(Finger Millet),22-02-2026,4886.00,36.65,Metric Tonnes,3290.82,3508.77,3557.74,Rs./Quintal
Cereals,Rice,22-02-2026,-,1424.64,Metric Tonnes,3762.00,3862.32,3941.41,Rs./Quintal
Cereals,Same/Savi,22-02-2026,-,5.00,Metric Tonnes,2800.00,2800.00,2800.00,Rs./Quintal
Cereals,Wheat,22-02-2026,2585.00,6871.62,Metric Tonnes,2238.85,2307.04,2359.58,Rs./Quintal
Cereals,Bajra(Pearl Millet/Cumbu),23-02-2026,2775.00,2761.19,Metric Tonnes,1947.19,2229.12,2322.71,Rs./Quintal
Cereals,Barley(Jau),23-02-2026,2150.00,161.54,Metric Tonnes,2029.89,2110.48,2134.13,Rs./Quintal
Cereals,Beaten Rice,23-02-2026,-,17.50,Metric Tonnes,22000.00,26000.00,30000.00,Rs./Quintal
Cereals,Foxtail Millet(Navane),23-02-2026,-,11.50,Metric Tonnes,1890.74,1890.74,1890.74,Rs./Quintal
Cereals,Jowar(Sorghum),23-02-2026,3699.00,1028.70,Metric Tonnes,2993.50,3909.80,4734.82,Rs./Quintal
Cereals,Kodo Millet(Varagu),23-02-2026,-,115.80,Metric Tonnes,2162.17,2289.09,2290.77,Rs./Quintal
Cereals,Kutki,23-02-2026,-,39.40,Metric Tonnes,3616.32,3641.06,3644.40,Rs./Quintal
Cereals,Maize,23-02-2026,2400.00,48667.37,Metric Tonnes,1345.40,1589.93,1719.39,Rs./Quintal
Cereals,Paddy(Basmati),23-02-2026,-,187.80,Metric Tonnes,3854.61,4235.81,4389.84,Rs./Quintal
Cereals,Paddy(Common),23-02-2026,2369.00,34128.92,Metric Tonnes,2472.08,2979.87,3240.87,Rs./Quintal
Cereals,Ragi(Finger Millet),23-02-2026,4886.00,673.07,Metric Tonnes,3114.46,3424.58,3627.31,Rs./Quintal
Cereals,Rice,23-02-2026,-,9249.79,Metric Tonnes,2847.42,3589.22,4368.42,Rs./Quintal
Cereals,Sweet Corn ,23-02-2026,-,0.03,Metric Tonnes,1500.00,1800.00,2000.00,Rs./Quintal
Cereals,Wheat,23-02-2026,2585.00,42035.37,Metric Tonnes,2177.37,2443.82,2645.26,Rs./Quintal
Cereals,Bajra(Pearl Millet/Cumbu),24-02-2026,2775.00,2290.94,Metric Tonnes,2020.16,2215.12,2334.86,Rs./Quintal
Cereals,Barley(Jau),24-02-2026,2150.00,156.87,Metric Tonnes,1940.79,2095.53,2240.24,Rs./Quintal
Cereals,Beaten Rice,24-02-2026,-,15.00,Metric Tonnes,22000.00,26000.00,30000.00,Rs./Quintal
Cereals,Foxtail Millet(Navane),24-02-2026,-,3.20,Metric Tonnes,1760.00,2129.00,2440.00,Rs./Quintal
Cereals,Jowar(Sorghum),24-02-2026,3699.00,840.57,Metric Tonnes,2922.38,3893.86,4675.45,Rs./Quintal
Cereals,Kodo Millet(Varagu),24-02-2026,-,18.27,Metric Tonnes,2176.45,2226.53,2226.53,Rs./Quintal
Cereals,Kutki,24-02-2026,-,50.44,Metric Tonnes,4225.64,4313.20,4313.20,Rs./Quintal
Cereals,Maize,24-02-2026,2400.00,38604.92,Metric Tonnes,1388.81,1619.68,1733.92,Rs./Quintal
Cereals,Paddy(Basmati),24-02-2026,-,202.30,Metric Tonnes,3871.97,3992.31,4026.81,Rs./Quintal
Cereals,Paddy(Common),24-02-2026,2369.00,34883.45,Metric Tonnes,2568.89,3133.30,3399.61,Rs./Quintal
Cereals,Ragi(Finger Millet),24-02-2026,4886.00,521.30,Metric Tonnes,3255.48,3370.19,3680.03,Rs./Quintal
Cereals,Rice,24-02-2026,-,5715.61,Metric Tonnes,3226.64,4034.92,4825.95,Rs./Quintal
Cereals,Same/Savi,24-02-2026,-,13.00,Metric Tonnes,2600.00,2600.00,2600.00,Rs./Quintal
Cereals,Sweet Corn ,24-02-2026,-,0.03,Metric Tonnes,1500.00,1800.00,2000.00,Rs./Quintal
Cereals,Wheat,24-02-2026,2585.00,42949.19,Metric Tonnes,2137.98,2448.52,2689.54,Rs./Quintal
Cereals,Bajra(Pearl Millet/Cumbu),25-02-2026,2775.00,1646.32,Metric Tonnes,1895.79,2150.87,2306.48,Rs./Quintal
Cereals,Barley(Jau),25-02-2026,2150.00,302.48,Metric Tonnes,2012.54,2072.48,2116.85,Rs./Quintal
Cereals,Beaten Rice,25-02-2026,-,15.00,Metric Tonnes,22000.00,26000.00,30000.00,Rs./Quintal
Cereals,Foxtail Millet(Navane),25-02-2026,-,0.60,Metric Tonnes,2189.00,2189.00,2219.00,Rs./Quintal
Cereals,Jowar(Sorghum),25-02-2026,3699.00,899.86,Metric Tonnes,3165.22,3952.10,4450.16,Rs./Quintal
Cereals,Kodo Millet(Varagu),25-02-2026,-,37.42,Metric Tonnes,2168.57,2168.57,2168.57,Rs./Quintal
Cereals,Kutki,25-02-2026,-,66.00,Metric Tonnes,4277.95,4296.55,4307.92,Rs./Quintal
Cereals,Maize,25-02-2026,2400.00,38852.98,Metric Tonnes,1385.65,1609.59,1709.47,Rs./Quintal
Cereals,Paddy(Basmati),25-02-2026,-,184.20,Metric Tonnes,3320.79,3498.51,3616.78,Rs./Quintal
Cereals,Paddy(Common),25-02-2026,2369.00,36924.64,Metric Tonnes,2524.16,3096.37,3393.75,Rs./Quintal
Cereals,Ragi(Finger Millet),25-02-2026,4886.00,484.40,Metric Tonnes,3290.20,3373.08,3467.35,Rs./Quintal
Cereals,Rice,25-02-2026,-,6251.11,Metric Tonnes,3079.65,3662.74,4335.89,Rs./Quintal
Cereals,Sweet Corn ,25-02-2026,-,0.03,Metric Tonnes,1500.00,1800.00,2000.00,Rs./Quintal
Cereals,Wheat,25-02-2026,2585.00,45019.44,Metric Tonnes,2150.62,2395.17,2612.96,Rs./Quintal
Cereals,Bajra(Pearl Millet/Cumbu),26-02-2026,2775.00,2555.91,Metric Tonnes,1986.28,2128.71,2240.19,Rs./Quintal
Cereals,Barley(Jau),26-02-2026,2150.00,288.22,Metric Tonnes,2037.78,2101.23,2138.95,Rs./Quintal
Cereals,Beaten Rice,26-02-2026,-,12.50,Metric Tonnes,22200.00,26200.00,30200.00,Rs./Quintal
Cereals,Jowar(Sorghum),26-02-2026,3699.00,813.35,Metric Tonnes,3296.90,4345.01,5076.23,Rs./Quintal
Cereals,Kodo Millet(Varagu),26-02-2026,-,34.61,Metric Tonnes,2230.98,2259.80,2259.80,Rs./Quintal
Cereals,Kutki,26-02-2026,-,17.30,Metric Tonnes,4171.68,4171.68,4171.68,Rs./Quintal
Cereals,Maize,26-02-2026,2400.00,38495.70,Metric Tonnes,1393.70,1604.70,1711.82,Rs./Quintal
Cereals,Paddy(Basmati),26-02-2026,-,2024.80,Metric Tonnes,3905.63,3937.53,3962.60,Rs./Quintal
Cereals,Paddy(Common),26-02-2026,2369.00,40310.90,Metric Tonnes,2386.69,2998.25,3272.96,Rs./Quintal
Cereals,Ragi(Finger Millet),26-02-2026,4886.00,471.80,Metric Tonnes,3144.99,3425.39,3716.67,Rs./Quintal
Cereals,Rice,26-02-2026,-,5342.94,Metric Tonnes,3201.40,3988.59,4839.53,Rs./Quintal
Cereals,Same/Savi,26-02-2026,-,100.00,Metric Tonnes,4950.00,4950.00,4950.00,Rs./Quintal
Cereals,Sweet Corn ,26-02-2026,-,0.02,Metric Tonnes,1500.00,1800.00,2000.00,Rs./Quintal
Cereals,Wheat,26-02-2026,2585.00,50369.65,Metric Tonnes,2114.20,2395.48,2655.47,Rs./Quintal
Cereals,Bajra(Pearl Millet/Cumbu),27-02-2026,2775.00,2376.05,Metric Tonnes,1903.02,2103.95,2223.44,Rs./Quintal
Cereals,Barley(Jau),27-02-2026,2150.00,399.75,Metric Tonnes,1806.08,1979.53,2049.62,Rs./Quintal
Cereals,Beaten Rice,27-02-2026,-,16.25,Metric Tonnes,22000.00,26800.00,30400.00,Rs./Quintal
Cereals,Foxtail Millet(Navane),27-02-2026,-,20.50,Metric Tonnes,2426.83,2684.88,2928.78,Rs./Quintal
Cereals,Jowar(Sorghum),27-02-2026,3699.00,1006.43,Metric Tonnes,3052.58,4103.30,4784.69,Rs./Quintal
Cereals,Kodo Millet(Varagu),27-02-2026,-,115.86,Metric Tonnes,2233.73,2292.22,2292.22,Rs./Quintal
Cereals,Kutki,27-02-2026,-,29.03,Metric Tonnes,4114.06,4155.60,4155.60,Rs./Quintal
Cereals,Maize,27-02-2026,2400.00,43035.16,Metric Tonnes,1290.68,1616.64,1719.46,Rs./Quintal
Cereals,Paddy(Basmati),27-02-2026,-,643.60,Metric Tonnes,3645.22,3768.67,3820.45,Rs./Quintal
Cereals,Paddy(Common),27-02-2026,2369.00,54361.36,Metric Tonnes,2382.01,2819.70,3035.55,Rs./Quintal
Cereals,Ragi(Finger Millet),27-02-2026,4886.00,364.89,Metric Tonnes,3138.46,3596.05,3771.34,Rs./Quintal
Cereals,Rice,27-02-2026,-,24098.41,Metric Tonnes,2585.53,2745.10,5065.97,Rs./Quintal
Cereals,Same/Savi,27-02-2026,-,12.00,Metric Tonnes,7000.00,7702.00,8000.00,Rs./Quintal
Cereals,Sweet Corn ,27-02-2026,-,0.02,Metric Tonnes,1500.00,1800.00,2000.00,Rs./Quintal
Cereals,Wheat,27-02-2026,2585.00,57256.42,Metric Tonnes,2057.37,2350.25,2628.31,Rs./Quintal
Cereals,Bajra(Pearl Millet/Cumbu),28-02-2026,2775.00,1288.34,Metric Tonnes,2159.79,2410.99,2537.31,Rs./Quintal
Cereals,Barley(Jau),28-02-2026,2150.00,81.60,Metric Tonnes,1751.73,1841.78,2002.12,Rs./Quintal
Cereals,Beaten Rice,28-02-2026,-,18.75,Metric Tonnes,22000.00,26800.00,30400.00,Rs./Quintal
Cereals,Foxtail Millet(Navane),28-02-2026,-,0.90,Metric Tonnes,2850.00,2850.00,2850.00,Rs./Quintal
Cereals,Jowar(Sorghum),28-02-2026,3699.00,427.37,Metric Tonnes,3548.86,4147.65,4536.51,Rs./Quintal
Cereals,Kodo Millet(Varagu),28-02-2026,-,37.20,Metric Tonnes,2017.42,2121.51,2121.51,Rs./Quintal
Cereals,Kutki,28-02-2026,-,35.00,Metric Tonnes,4299.00,4400.00,4405.00,Rs./Quintal
Cereals,Maize,28-02-2026,2400.00,25839.85,Metric Tonnes,1688.42,1773.42,1817.96,Rs./Quintal
Cereals,Paddy(Basmati),28-02-2026,-,180.50,Metric Tonnes,4111.57,4342.49,4356.97,Rs./Quintal
Cereals,Paddy(Common),28-02-2026,2369.00,44090.85,Metric Tonnes,2446.78,2700.75,2882.77,Rs./Quintal
Cereals,Ragi(Finger Millet),28-02-2026,4886.00,315.20,Metric Tonnes,3344.45,3519.03,3629.23,Rs./Quintal
Cereals,Rice,28-02-2026,-,33321.30,Metric Tonnes,2535.42,2707.12,2857.79,Rs./Quintal
Cereals,Wheat,28-02-2026,2585.00,22864.31,Metric Tonnes,2171.47,2361.44,2542.09,Rs./Quintal
Cereals,Bajra(Pearl Millet/Cumbu),01-03-2026,2775.00,50.50,Metric Tonnes,1811.19,1860.10,1908.22,Rs./Quintal
Cereals,Barley(Jau),01-03-2026,2150.00,3.50,Metric Tonnes,1800.00,1900.00,2000.00,Rs./Quintal
Cereals,Jowar(Sorghum),01-03-2026,3699.00,0.40,Metric Tonnes,3686.75,3686.75,3686.75,Rs./Quintal
Cereals,Kodo Millet(Varagu),01-03-2026,-,26.11,Metric Tonnes,2001.73,2049.80,2049.80,Rs./Quintal
Cereals,Maize,01-03-2026,2400.00,5425.38,Metric Tonnes,1556.43,1668.59,1733.72,Rs./Quintal
Cereals,Paddy(Basmati),01-03-2026,-,101.00,Metric Tonnes,4603.96,4604.01,4604.06,Rs./Quintal
Cereals,Paddy(Common),01-03-2026,2369.00,2962.90,Metric Tonnes,2552.85,2633.67,2711.13,Rs./Quintal
Cereals,Ragi(Finger Millet),01-03-2026,4886.00,29.30,Metric Tonnes,3143.34,3443.69,3758.70,Rs./Quintal
Cereals,Rice,01-03-2026,-,1464.22,Metric Tonnes,3586.18,3677.00,3762.41,Rs./Quintal
Cereals,Same/Savi,01-03-2026,-,51.60,Metric Tonnes,4760.00,4785.00,4800.00,Rs./Quintal
Cereals,Wheat,01-03-2026,2585.00,4948.06,Metric Tonnes,2193.23,2313.86,2514.47,Rs./Quintal
Cereals,Bajra(Pearl Millet/Cumbu),02-03-2026,2775.00,413.40,Metric Tonnes,2164.19,2477.20,2633.25,Rs./Quintal
Cereals,Barley(Jau),02-03-2026,2150.00,555.41,Metric Tonnes,1685.39,1913.16,2037.63,Rs./Quintal
Cereals,Beaten Rice,02-03-2026,-,15.00,Metric Tonnes,22200.00,27000.00,30600.00,Rs./Quintal
Cereals,Foxtail Millet(Navane),02-03-2026,-,14.40,Metric Tonnes,1850.46,1859.14,1912.61,Rs./Quintal
Cereals,Jowar(Sorghum),02-03-2026,3699.00,1068.58,Metric Tonnes,3109.84,4250.14,4940.19,Rs./Quintal
Cereals,Kodo Millet(Varagu),02-03-2026,-,74.43,Metric Tonnes,2205.24,2205.24,2292.40,Rs./Quintal
Cereals,Kutki,02-03-2026,-,14.72,Metric Tonnes,4300.21,4300.21,4379.69,Rs./Quintal
Cereals,Maize,02-03-2026,2400.00,23394.43,Metric Tonnes,1448.39,1671.85,1758.68,Rs./Quintal
Cereals,Paddy(Basmati),02-03-2026,-,101.20,Metric Tonnes,4189.76,4401.48,4528.29,Rs./Quintal
Cereals,Paddy(Common),02-03-2026,2369.00,19568.42,Metric Tonnes,2378.88,2831.20,3166.02,Rs./Quintal
Cereals,Ragi(Finger Millet),02-03-2026,4886.00,614.50,Metric Tonnes,3239.59,3471.14,3558.05,Rs./Quintal
Cereals,Rice,02-03-2026,-,3637.25,Metric Tonnes,3736.58,4625.07,5136.28,Rs./Quintal
Cereals,Sweet Corn ,02-03-2026,-,0.02,Metric Tonnes,1500.00,1800.00,2000.00,Rs./Quintal
Cereals,Wheat,02-03-2026,2585.00,41887.84,Metric Tonnes,1984.27,2316.50,2666.95,Rs./Quintal
Cereals,Bajra(Pearl Millet/Cumbu),03-03-2026,2775.00,774.47,Metric Tonnes,2021.75,2077.26,2132.82,Rs./Quintal
Cereals,Barley(Jau),03-03-2026,2150.00,30.60,Metric Tonnes,1800.00,1850.00,1900.00,Rs./Quintal
Cereals,Beaten Rice,03-03-2026,-,12.50,Metric Tonnes,22000.00,26800.00,30400.00,Rs./Quintal
Cereals,Foxtail Millet(Navane),03-03-2026,-,0.80,Metric Tonnes,2625.00,2625.00,2625.00,Rs./Quintal
Cereals,Jowar(Sorghum),03-03-2026,3699.00,157.70,Metric Tonnes,3798.73,4638.96,5197.65,Rs./Quintal
Cereals,Maize,03-03-2026,2400.00,7169.47,Metric Tonnes,1597.99,1685.46,1744.01,Rs./Quintal
Cereals,Paddy(Common),03-03-2026,2369.00,9962.94,Metric Tonnes,1982.43,2181.10,2344.88,Rs./Quintal
Cereals,Ragi(Finger Millet),03-03-2026,4886.00,449.55,Metric Tonnes,3211.36,3462.53,3561.43,Rs./Quintal
Cereals,Rice,03-03-2026,-,2678.28,Metric Tonnes,3391.60,3852.27,4221.90,Rs./Quintal
Cereals,Wheat,03-03-2026,2585.00,4581.42,Metric Tonnes,2101.58,2384.31,2511.49,Rs./Quintal
Cereals,Bajra(Pearl Millet/Cumbu),04-03-2026,2775.00,996.09,Metric Tonnes,2066.46,2275.65,2395.79,Rs./Quintal
Cereals,Barley(Jau),04-03-2026,2150.00,85.73,Metric Tonnes,1713.70,1828.43,1943.51,Rs./Quintal
Cereals,Beaten Rice,04-03-2026,-,13.75,Metric Tonnes,22000.00,26800.00,30400.00,Rs./Quintal
Cereals,Foxtail Millet(Navane),04-03-2026,-,0.20,Metric Tonnes,1500.00,1500.00,1500.00,Rs./Quintal
Cereals,Jowar(Sorghum),04-03-2026,3699.00,941.30,Metric Tonnes,2804.51,4147.74,4991.27,Rs./Quintal
Cereals,Maize,04-03-2026,2400.00,8388.09,Metric Tonnes,1588.16,1748.36,1856.56,Rs./Quintal
Cereals,Paddy(Common),04-03-2026,2369.00,4345.71,Metric Tonnes,2144.52,2292.04,2449.69,Rs./Quintal
Cereals,Ragi(Finger Millet),04-03-2026,4886.00,542.36,Metric Tonnes,3391.70,3562.05,3668.59,Rs./Quintal
Cereals,Rice,04-03-2026,-,4195.84,Metric Tonnes,3450.32,4099.27,4608.08,Rs./Quintal
Cereals,Same/Savi,04-03-2026,-,25.00,Metric Tonnes,4950.00,4950.00,4950.00,Rs./Quintal
Cereals,Wheat,04-03-2026,2585.00,7867.78,Metric Tonnes,2310.78,2607.49,2858.34,Rs./Quintal
Cereals,Bajra(Pearl Millet/Cumbu),05-03-2026,2775.00,1515.52,Metric Tonnes,1971.31,2113.02,2235.75,Rs./Quintal
Cereals,Barley(Jau),05-03-2026,2150.00,353.65,Metric Tonnes,1754.10,1899.47,1982.18,Rs./Quintal
Cereals,Beaten Rice,05-03-2026,-,15.00,Metric Tonnes,22200.00,27000.00,30600.00,Rs./Quintal
Cereals,Foxtail Millet(Navane),05-03-2026,-,1.00,Metric Tonnes,2109.00,2109.00,2820.00,Rs./Quintal
Cereals,Jowar(Sorghum),05-03-2026,3699.00,1417.48,Metric Tonnes,2894.39,3947.54,4610.51,Rs./Quintal
Cereals,Kodo Millet(Varagu),05-03-2026,-,16.00,Metric Tonnes,2200.00,2200.00,2200.00,Rs./Quintal
Cereals,Maize,05-03-2026,2400.00,15985.61,Metric Tonnes,1461.36,1652.04,1743.07,Rs./Quintal
Cereals,Paddy(Basmati),05-03-2026,-,3.00,Metric Tonnes,2500.00,2520.00,2540.00,Rs./Quintal
Cereals,Paddy(Common),05-03-2026,2369.00,20918.38,Metric Tonnes,2433.35,2845.87,3210.69,Rs./Quintal
Cereals,Ragi(Finger Millet),05-03-2026,4886.00,265.09,Metric Tonnes,3316.94,3579.31,3702.22,Rs./Quintal
Cereals,Rice,05-03-2026,-,3367.39,Metric Tonnes,3850.80,4447.54,4993.82,Rs./Quintal
Cereals,Same/Savi,05-03-2026,-,111.80,Metric Tonnes,2800.00,3548.08,4296.15,Rs./Quintal
Cereals,Wheat,05-03-2026,2585.00,33433.63,Metric Tonnes,1956.98,2322.72,2572.07,Rs./Quintal
Cereals,Bajra(Pearl Millet/Cumbu),06-03-2026,2775.00,1830.86,Metric Tonnes,1893.49,1999.77,2105.56,Rs./Quintal
Cereals,Barley(Jau),06-03-2026,2150.00,946.28,Metric Tonnes,1741.18,1884.42,1955.61,Rs./Quintal
Cereals,Beaten Rice,06-03-2026,-,15.00,Metric Tonnes,22200.00,27000.00,30600.00,Rs./Quintal
Cereals,Foxtail Millet(Navane),06-03-2026,-,1.70,Metric Tonnes,2491.35,2491.35,2820.76,Rs./Quintal
Cereals,Jowar(Sorghum),06-03-2026,3699.00,1093.72,Metric Tonnes,2780.29,3778.74,4409.27,Rs./Quintal
Cereals,Kodo Millet(Varagu),06-03-2026,-,38.86,Metric Tonnes,2194.49,2204.49,2212.76,Rs./Quintal
Cereals,Kutki,06-03-2026,-,4.72,Metric Tonnes,4200.00,4200.00,4200.00,Rs./Quintal
Cereals,Maize,06-03-2026,2400.00,22481.87,Metric Tonnes,1428.81,1642.26,1734.24,Rs./Quintal
Cereals,Paddy(Basmati),06-03-2026,-,1070.50,Metric Tonnes,3823.12,3823.13,3823.14,Rs./Quintal
Cereals,Paddy(Common),06-03-2026,2369.00,22733.07,Metric Tonnes,2418.06,2949.15,3311.34,Rs./Quintal
Cereals,Ragi(Finger Millet),06-03-2026,4886.00,208.46,Metric Tonnes,3388.44,3478.20,3543.92,Rs./Quintal
Cereals,Rice,06-03-2026,-,2820.41,Metric Tonnes,3751.01,4287.26,4677.32,Rs./Quintal
Cereals,Same/Savi,06-03-2026,-,60.00,Metric Tonnes,4900.00,4900.00,4900.00,Rs./Quintal
Cereals,Wheat,06-03-2026,2585.00,51068.91,Metric Tonnes,2005.29,2303.46,2559.86,Rs./Quintal
Cereals,Bajra(Pearl Millet/Cumbu),07-03-2026,2775.00,1379.47,Metric Tonnes,1872.06,1939.98,2039.49,Rs./Quintal
Cereals,Barley(Jau),07-03-2026,2150.00,1247.84,Metric Tonnes,1685.94,1888.93,1964.87,Rs./Quintal
Cereals,Beaten Rice,07-03-2026,-,11.25,Metric Tonnes,22000.00,26800.00,30400.00,Rs./Quintal
Cereals,Foxtail Millet(Navane),07-03-2026,-,33.60,Metric Tonnes,5311.18,5702.79,6221.90,Rs./Quintal
Cereals,Jowar(Sorghum),07-03-2026,3699.00,567.19,Metric Tonnes,3118.80,3902.64,4503.94,Rs./Quintal
Cereals,Kodo Millet(Varagu),07-03-2026,-,87.00,Metric Tonnes,2191.72,2224.83,2224.83,Rs./Quintal
Cereals,Maize,07-03-2026,2400.00,18519.96,Metric Tonnes,1469.38,1676.15,1761.59,Rs./Quintal
Cereals,Paddy(Basmati),07-03-2026,-,151.00,Metric Tonnes,4220.98,4237.35,4357.14,Rs./Quintal
Cereals,Paddy(Common),07-03-2026,2369.00,21015.18,Metric Tonnes,2685.27,3123.36,3475.67,Rs./Quintal
Cereals,Ragi(Finger Millet),07-03-2026,4886.00,284.25,Metric Tonnes,3293.33,3432.75,3683.98,Rs./Quintal
Cereals,Rice,07-03-2026,-,2924.48,Metric Tonnes,3516.38,4069.07,4723.55,Rs./Quintal
Cereals,Sweet Corn ,07-03-2026,-,0.02,Metric Tonnes,1500.00,1800.00,2000.00,Rs./Quintal
Cereals,Wheat,07-03-2026,2585.00,40480.49,Metric Tonnes,1997.63,2300.04,2568.98,Rs./Quintal
Cereals,Bajra(Pearl Millet/Cumbu),08-03-2026,2775.00,818.08,Metric Tonnes,1833.99,1870.31,1906.91,Rs./Quintal
Cereals,Barley(Jau),08-03-2026,2150.00,372.85,Metric Tonnes,1793.72,1873.36,1939.33,Rs./Quintal
